FID,the_geom,LAYER,BUILDING_M,BUILDING_U,BUILDING_A
building_map_dom_points.24255,POINT (-61.303573526587904 15.248451092851179),Unknown Point Feature,B__24255,Unknown,?
building_map_dom_points.24256,POINT (-61.3042235246206 15.248460105593951),Unknown Point Feature,B__24256,Unknown,?
building_map_dom_points.24257,POINT (-61.30419061131678 15.248353304254875),Unknown Point Feature,B__24257,Unknown,?
building_map_dom_points.24258,POINT (-61.304587012937056 15.248665712729712),Unknown Point Feature,B__24258,Unknown,?
building_map_dom_points.24259,POINT (-61.30446684629995 15.24864841178888),Unknown Point Feature,B__24259,Unknown,?
building_map_dom_points.24260,POINT (-61.304403065194585 15.24923487934522),Unknown Point Feature,B__24260,Unknown,?
building_map_dom_points.24261,POINT (-61.284653328491395 15.252726522691871),Unknown Point Feature,B__24261,Unknown,?
building_map_dom_points.24262,POINT (-61.28349538156844 15.25104015974857),Unknown Point Feature,B__24262,Unknown,?
building_map_dom_points.24263,POINT (-61.28305894676199 15.251069604328947),Unknown Point Feature,B__24263,Unknown,?
building_map_dom_points.24264,POINT (-61.28475097614333 15.25098146310657),Unknown Point Feature,B__24264,Unknown,?
building_map_dom_points.24265,POINT (-61.28473763767603 15.250891202076762),Unknown Point Feature,B__24265,Unknown,?
building_map_dom_points.24266,POINT (-61.28446636700203 15.250334512829408),Unknown Point Feature,B__24266,Unknown,?
building_map_dom_points.24267,POINT (-61.28418900219312 15.250182126242471),Unknown Point Feature,B__24267,Unknown,?
building_map_dom_points.24268,POINT (-61.28415913486811 15.250048025303359),Unknown Point Feature,B__24268,Unknown,?
building_map_dom_points.24269,POINT (-61.28407032718568 15.250241324396807),Unknown Point Feature,B__24269,Unknown,?
building_map_dom_points.24270,POINT (-61.284350928834385 15.249994850554117),Unknown Point Feature,B__24270,Unknown,?
building_map_dom_points.24271,POINT (-61.28469155521438 15.249287111788107),Unknown Point Feature,B__24271,Unknown,?
building_map_dom_points.24272,POINT (-61.28439103689002 15.24921377915773),Unknown Point Feature,B__24272,Unknown,?
building_map_dom_points.24273,POINT (-61.284359707808306 15.248913009468147),Unknown Point Feature,B__24273,Unknown,?
building_map_dom_points.24274,POINT (-61.284758797043565 15.248340956047432),Unknown Point Feature,B__24274,Unknown,?
building_map_dom_points.24275,POINT (-61.284089063898655 15.248423944069044),Unknown Point Feature,B__24275,Unknown,?
building_map_dom_points.24276,POINT (-61.284547430483 15.248155950544884),Unknown Point Feature,B__24276,Unknown,?
building_map_dom_points.24277,POINT (-61.28469167352081 15.248066894493451),Unknown Point Feature,B__24277,Unknown,?
building_map_dom_points.24278,POINT (-61.28642418517066 15.249500992905965),Unknown Point Feature,B__24278,Unknown,?
building_map_dom_points.24279,POINT (-61.28604736092626 15.248773198392172),Unknown Point Feature,B__24279,Unknown,?
building_map_dom_points.24280,POINT (-61.28644258542941 15.248619577752827),Unknown Point Feature,B__24280,Unknown,?
building_map_dom_points.24281,POINT (-61.28565201676372 15.24847875406696),Unknown Point Feature,B__24281,Unknown,?
building_map_dom_points.24282,POINT (-61.28628388896876 15.248755880841317),Unknown Point Feature,B__24282,Unknown,?
building_map_dom_points.24283,POINT (-61.28626848877634 15.248572712888805),Unknown Point Feature,B__24283,Unknown,?
building_map_dom_points.24284,POINT (-61.28615034502471 15.248219370168028),Unknown Point Feature,B__24284,Unknown,?
building_map_dom_points.24285,POINT (-61.28630998777143 15.248313480977071),Unknown Point Feature,B__24285,Unknown,?
building_map_dom_points.24286,POINT (-61.28587998484495 15.248591601290226),Unknown Point Feature,B__24286,Unknown,?
building_map_dom_points.24287,POINT (-61.28545797872996 15.24823047200958),Unknown Point Feature,B__24287,Unknown,?
building_map_dom_points.24288,POINT (-61.286267267249286 15.248029016827399),Unknown Point Feature,B__24288,Unknown,?
building_map_dom_points.24289,POINT (-61.286247722671035 15.247662766896642),Unknown Point Feature,B__24289,Unknown,?
building_map_dom_points.24290,POINT (-61.28566778325094 15.247691120954796),Unknown Point Feature,B__24290,Unknown,?
building_map_dom_points.24291,POINT (-61.28581034112628 15.247462714446533),Unknown Point Feature,B__24291,Unknown,?
building_map_dom_points.24292,POINT (-61.284961437882586 15.247344210458536),Unknown Point Feature,B__24292,Unknown,?
building_map_dom_points.24293,POINT (-61.284900136923405 15.247037747433506),Unknown Point Feature,B__24293,Unknown,?
building_map_dom_points.24294,POINT (-61.285236185088415 15.247240669763608),Unknown Point Feature,B__24294,Unknown,?
building_map_dom_points.24295,POINT (-61.28540091349373 15.246360373356795),Unknown Point Feature,B__24295,Unknown,?
building_map_dom_points.24296,POINT (-61.285486026067204 15.246506735466738),Unknown Point Feature,B__24296,Unknown,?
building_map_dom_points.24297,POINT (-61.28620089395329 15.245801852879788),Unknown Point Feature,B__24297,Unknown,?
building_map_dom_points.24298,POINT (-61.285009210913614 15.246991217506105),Unknown Point Feature,B__24298,Unknown,?
building_map_dom_points.24299,POINT (-61.28477867515834 15.2465013211778),Unknown Point Feature,B__24299,Unknown,?
building_map_dom_points.24300,POINT (-61.28418951865213 15.247999949359098),Unknown Point Feature,B__24300,Unknown,?
building_map_dom_points.24301,POINT (-61.284572362721526 15.246857447595358),Unknown Point Feature,B__24301,Unknown,?
building_map_dom_points.24302,POINT (-61.285036694791046 15.245468996156385),Unknown Point Feature,B__24302,Unknown,?
building_map_dom_points.24303,POINT (-61.28480300660118 15.245136626547819),Unknown Point Feature,B__24303,Unknown,?
building_map_dom_points.24304,POINT (-61.28557097937144 15.244013230503514),Unknown Point Feature,B__24304,Unknown,?
building_map_dom_points.24305,POINT (-61.2851154598049 15.243968768176316),Unknown Point Feature,B__24305,Unknown,?
building_map_dom_points.24306,POINT (-61.28498679578133 15.243872161532835),Unknown Point Feature,B__24306,Unknown,?
building_map_dom_points.24307,POINT (-61.28433120904701 15.244092092105259),Unknown Point Feature,B__24307,Unknown,?
building_map_dom_points.24308,POINT (-61.28418775160336 15.24420027885323),Unknown Point Feature,B__24308,Unknown,?
building_map_dom_points.24309,POINT (-61.28241428529986 15.246141293090048),Unknown Point Feature,B__24309,Unknown,?
building_map_dom_points.24310,POINT (-61.2831316588569 15.245244283261332),Unknown Point Feature,B__24310,Unknown,?
building_map_dom_points.24311,POINT (-61.28332679217915 15.245472539914626),Unknown Point Feature,B__24311,Unknown,?
building_map_dom_points.24312,POINT (-61.28323127685934 15.24510570888005),Unknown Point Feature,B__24312,Unknown,?
building_map_dom_points.24313,POINT (-61.282196413301484 15.245825434723486),Unknown Point Feature,B__24313,Unknown,?
building_map_dom_points.24314,POINT (-61.28216483584627 15.245555626773113),Unknown Point Feature,B__24314,Unknown,?
building_map_dom_points.24315,POINT (-61.28254721292481 15.24467335689844),Unknown Point Feature,B__24315,Unknown,?
building_map_dom_points.24316,POINT (-61.28183119072567 15.245057653105459),Unknown Point Feature,B__24316,Unknown,?
building_map_dom_points.24317,POINT (-61.281826699008946 15.245148688352888),Unknown Point Feature,B__24317,Unknown,?
building_map_dom_points.24318,POINT (-61.28173907397956 15.245311942667584),Unknown Point Feature,B__24318,Unknown,?
building_map_dom_points.24319,POINT (-61.2818828523947 15.245626323296323),Unknown Point Feature,B__24319,Unknown,?
building_map_dom_points.24320,POINT (-61.28204900077002 15.24549645527273),Unknown Point Feature,B__24320,Unknown,?
building_map_dom_points.24321,POINT (-61.280814866255824 15.246534909569887),Unknown Point Feature,B__24321,Unknown,?
building_map_dom_points.24322,POINT (-61.280714207110876 15.246916630458765),Unknown Point Feature,B__24322,Unknown,?
building_map_dom_points.24323,POINT (-61.281612127295 15.246774155795222),Unknown Point Feature,B__24323,Unknown,?
building_map_dom_points.24324,POINT (-61.28184939221361 15.246204055704395),Unknown Point Feature,B__24324,Unknown,?
building_map_dom_points.24325,POINT (-61.2816088257688 15.24487168594096),Unknown Point Feature,B__24325,Unknown,?
building_map_dom_points.24326,POINT (-61.28132519991519 15.24471173543098),Unknown Point Feature,B__24326,Unknown,?
building_map_dom_points.24327,POINT (-61.281232990695585 15.244284823259372),Unknown Point Feature,B__24327,Unknown,?
building_map_dom_points.24328,POINT (-61.28134317671313 15.244231025490727),Unknown Point Feature,B__24328,Unknown,?
building_map_dom_points.24329,POINT (-61.281473392929655 15.244136399737762),Unknown Point Feature,B__24329,Unknown,?
building_map_dom_points.24330,POINT (-61.28100548687783 15.24423117075932),Unknown Point Feature,B__24330,Unknown,?
building_map_dom_points.24331,POINT (-61.2809615303664 15.244099693754036),Unknown Point Feature,B__24331,Unknown,?
building_map_dom_points.24332,POINT (-61.28155100035387 15.24462877016224),Unknown Point Feature,B__24332,Unknown,?
building_map_dom_points.24333,POINT (-61.28216649492534 15.24437939893663),Unknown Point Feature,B__24333,Unknown,?
building_map_dom_points.24334,POINT (-61.281911095795586 15.244295480771177),Unknown Point Feature,B__24334,Unknown,?
building_map_dom_points.24335,POINT (-61.28181307541223 15.244237356319847),Unknown Point Feature,B__24335,Unknown,?
building_map_dom_points.24336,POINT (-61.281711819478744 15.244231116751177),Unknown Point Feature,B__24336,Unknown,?
building_map_dom_points.24337,POINT (-61.281697172906014 15.24430203891105),Unknown Point Feature,B__24337,Unknown,?
building_map_dom_points.24338,POINT (-61.281792867657416 15.24430003963581),Unknown Point Feature,B__24338,Unknown,?
building_map_dom_points.24339,POINT (-61.28187967684933 15.24435261407215),Unknown Point Feature,B__24339,Unknown,?
building_map_dom_points.24340,POINT (-61.28172748212886 15.244381501610047),Unknown Point Feature,B__24340,Unknown,?
building_map_dom_points.24341,POINT (-61.281786574024856 15.24438195412475),Unknown Point Feature,B__24341,Unknown,?
building_map_dom_points.24342,POINT (-61.281822466704256 15.244466923750085),Unknown Point Feature,B__24342,Unknown,?
building_map_dom_points.24343,POINT (-61.281743699672155 15.244463588483622),Unknown Point Feature,B__24343,Unknown,?
building_map_dom_points.24344,POINT (-61.28178798966041 15.244554086598388),Unknown Point Feature,B__24344,Unknown,?
building_map_dom_points.24345,POINT (-61.28160513042456 15.244547222054631),Unknown Point Feature,B__24345,Unknown,?
building_map_dom_points.24346,POINT (-61.28154954052216 15.24446210154637),Unknown Point Feature,B__24346,Unknown,?
building_map_dom_points.24347,POINT (-61.28146995214942 15.244559847187228),Unknown Point Feature,B__24347,Unknown,?
building_map_dom_points.24348,POINT (-61.28010860940131 15.24413140693092),Unknown Point Feature,B__24348,Unknown,?
building_map_dom_points.24349,POINT (-61.28032533036988 15.244889451512229),Unknown Point Feature,B__24349,Unknown,?
building_map_dom_points.24350,POINT (-61.27997929282274 15.245771691681563),Unknown Point Feature,B__24350,Unknown,?
building_map_dom_points.24351,POINT (-61.28105904494053 15.24713713161428),Unknown Point Feature,B__24351,Unknown,?
building_map_dom_points.24352,POINT (-61.27876314198525 15.246395298016294),Unknown Point Feature,B__24352,Unknown,?
building_map_dom_points.24353,POINT (-61.27851543637514 15.24648970345573),Unknown Point Feature,B__24353,Unknown,?
building_map_dom_points.24354,POINT (-61.278382862185914 15.246441557682878),Unknown Point Feature,B__24354,Unknown,?
building_map_dom_points.24355,POINT (-61.278363550724904 15.24596192861116),Unknown Point Feature,B__24355,Unknown,?
building_map_dom_points.24356,POINT (-61.27839178707119 15.24586379023004),Unknown Point Feature,B__24356,Unknown,?
building_map_dom_points.24357,POINT (-61.278382068918894 15.245761262474355),Unknown Point Feature,B__24357,Unknown,?
building_map_dom_points.24358,POINT (-61.278595823274465 15.245689136314954),Unknown Point Feature,B__24358,Unknown,?
building_map_dom_points.24359,POINT (-61.27839509917764 15.24623469616405),Unknown Point Feature,B__24359,Unknown,?
building_map_dom_points.24360,POINT (-61.27918071380262 15.245656739968217),Unknown Point Feature,B__24360,Unknown,?
building_map_dom_points.24361,POINT (-61.279171152282004 15.245275540642929),Unknown Point Feature,B__24361,Unknown,?
building_map_dom_points.24362,POINT (-61.27950763061101 15.244675013007061),Unknown Point Feature,B__24362,Unknown,?
building_map_dom_points.24363,POINT (-61.280112817596056 15.24422271114376),Unknown Point Feature,B__24363,Unknown,?
building_map_dom_points.24364,POINT (-61.28014847264104 15.243990757005381),Unknown Point Feature,B__24364,Unknown,?
building_map_dom_points.24365,POINT (-61.27920924626186 15.244254032591858),Unknown Point Feature,B__24365,Unknown,?
building_map_dom_points.24366,POINT (-61.27894664781163 15.244882105842562),Unknown Point Feature,B__24366,Unknown,?
building_map_dom_points.24367,POINT (-61.27859037763441 15.244898446766483),Unknown Point Feature,B__24367,Unknown,?
building_map_dom_points.24368,POINT (-61.27861745940656 15.244682819793704),Unknown Point Feature,B__24368,Unknown,?
building_map_dom_points.24369,POINT (-61.27796585266953 15.24644392682222),Unknown Point Feature,B__24369,Unknown,?
building_map_dom_points.24370,POINT (-61.28700472490398 15.244193220590192),Unknown Point Feature,B__24370,Unknown,?
building_map_dom_points.24371,POINT (-61.290370351126306 15.241584593952725),Unknown Point Feature,B__24371,Unknown,?
building_map_dom_points.24372,POINT (-61.29333722947425 15.248003054332814),Unknown Point Feature,B__24372,Unknown,?
building_map_dom_points.24373,POINT (-61.30863647206028 15.24680715185466),Unknown Point Feature,B__24373,Unknown,?
building_map_dom_points.24374,POINT (-61.308783087734824 15.247211928184496),Unknown Point Feature,B__24374,Unknown,?
building_map_dom_points.24375,POINT (-61.30814583918553 15.246137270148536),Unknown Point Feature,B__24375,Unknown,?
building_map_dom_points.24376,POINT (-61.306633729706896 15.245354190317999),Unknown Point Feature,B__24376,Unknown,?
building_map_dom_points.24377,POINT (-61.311806084511375 15.247822027974658),Unknown Point Feature,B__24377,Unknown,?
building_map_dom_points.24378,POINT (-61.310764023962804 15.24722040198922),Unknown Point Feature,B__24378,Unknown,?
building_map_dom_points.24379,POINT (-61.31670554475169 15.248648693882886),Unknown Point Feature,B__24379,Unknown,?
building_map_dom_points.24380,POINT (-61.31587360487593 15.248045023726842),Unknown Point Feature,B__24380,Unknown,?
building_map_dom_points.24381,POINT (-61.31593133544815 15.247863315081204),Unknown Point Feature,B__24381,Unknown,?
building_map_dom_points.24382,POINT (-61.315662961815626 15.24763908698485),Unknown Point Feature,B__24382,Unknown,?
building_map_dom_points.24383,POINT (-61.31589706484292 15.24745505963939),Unknown Point Feature,B__24383,Unknown,?
building_map_dom_points.24384,POINT (-61.31391617161553 15.248361818353002),Unknown Point Feature,B__24384,Unknown,?
building_map_dom_points.24385,POINT (-61.31490444121077 15.247593319452426),Unknown Point Feature,B__24385,Unknown,?
building_map_dom_points.24386,POINT (-61.31473878589363 15.247545628887252),Unknown Point Feature,B__24386,Unknown,?
building_map_dom_points.24387,POINT (-61.315543808486765 15.246935124155208),Unknown Point Feature,B__24387,Unknown,?
building_map_dom_points.24388,POINT (-61.31549898062093 15.246910198397982),Unknown Point Feature,B__24388,Unknown,?
building_map_dom_points.24389,POINT (-61.31551616919731 15.246872077632775),Unknown Point Feature,B__24389,Unknown,?
building_map_dom_points.24390,POINT (-61.315175269756054 15.247273872992656),Unknown Point Feature,B__24390,Unknown,?
building_map_dom_points.24391,POINT (-61.31520103098931 15.247219423862857),Unknown Point Feature,B__24391,Unknown,?
building_map_dom_points.24392,POINT (-61.31503208295154 15.247231815658802),Unknown Point Feature,B__24392,Unknown,?
building_map_dom_points.24393,POINT (-61.31465853618498 15.24678640481447),Unknown Point Feature,B__24393,Unknown,?
building_map_dom_points.24394,POINT (-61.313013029376044 15.247042696649032),Unknown Point Feature,B__24394,Unknown,?
building_map_dom_points.24395,POINT (-61.31280661264567 15.24704843005179),Unknown Point Feature,B__24395,Unknown,?
building_map_dom_points.24396,POINT (-61.31239063773194 15.24698337311085),Unknown Point Feature,B__24396,Unknown,?
building_map_dom_points.24397,POINT (-61.314800809530425 15.246311646188605),Unknown Point Feature,B__24397,Unknown,?
building_map_dom_points.24398,POINT (-61.31530576472012 15.246354295460993),Unknown Point Feature,B__24398,Unknown,?
building_map_dom_points.24399,POINT (-61.31516836127754 15.246018122358935),Unknown Point Feature,B__24399,Unknown,?
building_map_dom_points.24400,POINT (-61.31483349576408 15.245976750465546),Unknown Point Feature,B__24400,Unknown,?
building_map_dom_points.24401,POINT (-61.31242708568655 15.245978091422495),Unknown Point Feature,B__24401,Unknown,?
building_map_dom_points.24402,POINT (-61.31126407731169 15.245643914056535),Unknown Point Feature,B__24402,Unknown,?
building_map_dom_points.24403,POINT (-61.313751039526224 15.244737831555604),Unknown Point Feature,B__24403,Unknown,?
building_map_dom_points.24404,POINT (-61.31355687491001 15.245246369559512),Unknown Point Feature,B__24404,Unknown,?
building_map_dom_points.24405,POINT (-61.314237558469436 15.243984080400596),Unknown Point Feature,B__24405,Unknown,?
building_map_dom_points.24406,POINT (-61.314702424982016 15.243916536985179),Unknown Point Feature,B__24406,Unknown,?
building_map_dom_points.24407,POINT (-61.313713323616845 15.24290914679687),Unknown Point Feature,B__24407,Unknown,?
building_map_dom_points.24408,POINT (-61.31150967672471 15.242113009604319),Unknown Point Feature,B__24408,Unknown,?
building_map_dom_points.24409,POINT (-61.31369554569577 15.242315230487597),Unknown Point Feature,B__24409,Unknown,?
building_map_dom_points.24410,POINT (-61.313394924418965 15.241901330539124),Unknown Point Feature,B__24410,Unknown,?
building_map_dom_points.24411,POINT (-61.315048647482726 15.244062624528278),Unknown Point Feature,B__24411,Unknown,?
building_map_dom_points.24412,POINT (-61.315014813708686 15.24359972971542),Unknown Point Feature,B__24412,Unknown,?
building_map_dom_points.24413,POINT (-61.315228052283956 15.24462132627348),Unknown Point Feature,B__24413,Unknown,?
building_map_dom_points.24414,POINT (-61.31522895182077 15.244508404967801),Unknown Point Feature,B__24414,Unknown,?
building_map_dom_points.24415,POINT (-61.3164165867636 15.245205816535625),Unknown Point Feature,B__24415,Unknown,?
building_map_dom_points.24416,POINT (-61.31657899339306 15.245072249935646),Unknown Point Feature,B__24416,Unknown,?
building_map_dom_points.24417,POINT (-61.3163559935037 15.244804649201075),Unknown Point Feature,B__24417,Unknown,?
building_map_dom_points.24418,POINT (-61.31702805932553 15.245458117305988),Unknown Point Feature,B__24418,Unknown,?
building_map_dom_points.24419,POINT (-61.31765143444471 15.24539357833709),Unknown Point Feature,B__24419,Unknown,?
building_map_dom_points.24420,POINT (-61.31687738914503 15.245059917178587),Unknown Point Feature,B__24420,Unknown,?
building_map_dom_points.24421,POINT (-61.31676522455218 15.244538149189463),Unknown Point Feature,B__24421,Unknown,?
building_map_dom_points.24422,POINT (-61.317105665418545 15.24466455952427),Unknown Point Feature,B__24422,Unknown,?
building_map_dom_points.24423,POINT (-61.31728910476575 15.244716935115603),Unknown Point Feature,B__24423,Unknown,?
building_map_dom_points.24424,POINT (-61.31773803398643 15.244884229424708),Unknown Point Feature,B__24424,Unknown,?
building_map_dom_points.24425,POINT (-61.31797423275497 15.244907857290135),Unknown Point Feature,B__24425,Unknown,?
building_map_dom_points.24426,POINT (-61.31806491679429 15.244828394494967),Unknown Point Feature,B__24426,Unknown,?
building_map_dom_points.24427,POINT (-61.31832436684506 15.245231052216132),Unknown Point Feature,B__24427,Unknown,?
building_map_dom_points.24428,POINT (-61.3182580772454 15.245073913006358),Unknown Point Feature,B__24428,Unknown,?
building_map_dom_points.24429,POINT (-61.318666366544186 15.245161669075843),Unknown Point Feature,B__24429,Unknown,?
building_map_dom_points.24430,POINT (-61.31908025409215 15.244427093707246),Unknown Point Feature,B__24430,Unknown,?
building_map_dom_points.24431,POINT (-61.31910991352033 15.24423606642812),Unknown Point Feature,B__24431,Unknown,?
building_map_dom_points.24432,POINT (-61.31874759611165 15.243793478235649),Unknown Point Feature,B__24432,Unknown,?
building_map_dom_points.24433,POINT (-61.318777950586075 15.243515027897484),Unknown Point Feature,B__24433,Unknown,?
building_map_dom_points.24434,POINT (-61.318573150281345 15.243081816067928),Unknown Point Feature,B__24434,Unknown,?
building_map_dom_points.24435,POINT (-61.318470120574844 15.242944437298272),Unknown Point Feature,B__24435,Unknown,?
building_map_dom_points.24436,POINT (-61.3186724415617 15.242981471045978),Unknown Point Feature,B__24436,Unknown,?
building_map_dom_points.24437,POINT (-61.31878713975617 15.2430670265907),Unknown Point Feature,B__24437,Unknown,?
building_map_dom_points.24438,POINT (-61.31896558154743 15.243276005708482),Unknown Point Feature,B__24438,Unknown,?
building_map_dom_points.24439,POINT (-61.31773419885853 15.242653868854935),Unknown Point Feature,B__24439,Unknown,?
building_map_dom_points.24440,POINT (-61.31763370136933 15.242552026489832),Unknown Point Feature,B__24440,Unknown,?
building_map_dom_points.24441,POINT (-61.317481358102675 15.242600062724781),Unknown Point Feature,B__24441,Unknown,?
building_map_dom_points.24442,POINT (-61.3173485409338 15.2425911740304),Unknown Point Feature,B__24442,Unknown,?
building_map_dom_points.24443,POINT (-61.31620555566324 15.242884956622477),Unknown Point Feature,B__24443,Unknown,?
building_map_dom_points.24444,POINT (-61.31608561063196 15.242869485209393),Unknown Point Feature,B__24444,Unknown,?
building_map_dom_points.24445,POINT (-61.316185752213286 15.24301595036215),Unknown Point Feature,B__24445,Unknown,?
building_map_dom_points.24446,POINT (-61.316050364473824 15.243055005682525),Unknown Point Feature,B__24446,Unknown,?
building_map_dom_points.24447,POINT (-61.315975152267264 15.243076298309091),Unknown Point Feature,B__24447,Unknown,?
building_map_dom_points.24448,POINT (-61.31591587576809 15.242981139554896),Unknown Point Feature,B__24448,Unknown,?
building_map_dom_points.24449,POINT (-61.31587974881801 15.242806011998827),Unknown Point Feature,B__24449,Unknown,?
building_map_dom_points.24450,POINT (-61.31553244613539 15.242599406107798),Unknown Point Feature,B__24450,Unknown,?
building_map_dom_points.24451,POINT (-61.31548205411565 15.242448760620906),Unknown Point Feature,B__24451,Unknown,?
building_map_dom_points.24452,POINT (-61.31527050939464 15.242510011561011),Unknown Point Feature,B__24452,Unknown,?
building_map_dom_points.24453,POINT (-61.315030557593694 15.242251389698907),Unknown Point Feature,B__24453,Unknown,?
building_map_dom_points.24454,POINT (-61.31619856814632 15.242584369663689),Unknown Point Feature,B__24454,Unknown,?
building_map_dom_points.24455,POINT (-61.31597124913035 15.242506164185892),Unknown Point Feature,B__24455,Unknown,?
building_map_dom_points.24456,POINT (-61.31577763213077 15.242436407831736),Unknown Point Feature,B__24456,Unknown,?
building_map_dom_points.24457,POINT (-61.31572220203538 15.242329438677746),Unknown Point Feature,B__24457,Unknown,?
building_map_dom_points.24458,POINT (-61.31590852994253 15.242254337381803),Unknown Point Feature,B__24458,Unknown,?
building_map_dom_points.24459,POINT (-61.315476121583444 15.242133610279232),Unknown Point Feature,B__24459,Unknown,?
building_map_dom_points.24460,POINT (-61.3155711857057 15.242210823532899),Unknown Point Feature,B__24460,Unknown,?
building_map_dom_points.24461,POINT (-61.31490636945552 15.241591102996063),Unknown Point Feature,B__24461,Unknown,?
building_map_dom_points.24462,POINT (-61.31520366492989 15.241716281014648),Unknown Point Feature,B__24462,Unknown,?
building_map_dom_points.24463,POINT (-61.31523534304487 15.241978803420185),Unknown Point Feature,B__24463,Unknown,?
building_map_dom_points.24464,POINT (-61.316120617976544 15.242124786570937),Unknown Point Feature,B__24464,Unknown,?
building_map_dom_points.24465,POINT (-61.31606955419185 15.242176313913314),Unknown Point Feature,B__24465,Unknown,?
building_map_dom_points.24466,POINT (-61.319164415071015 15.2430911490233),Unknown Point Feature,B__24466,Unknown,?
building_map_dom_points.24467,POINT (-61.318596585100536 15.24277725305675),Unknown Point Feature,B__24467,Unknown,?
building_map_dom_points.24468,POINT (-61.31823259194614 15.242781811118963),Unknown Point Feature,B__24468,Unknown,?
building_map_dom_points.24469,POINT (-61.31824907662433 15.24259614951099),Unknown Point Feature,B__24469,Unknown,?
building_map_dom_points.24470,POINT (-61.31810361762772 15.242014328989988),Unknown Point Feature,B__24470,Unknown,?
building_map_dom_points.24471,POINT (-61.3171823896589 15.242142663396269),Unknown Point Feature,B__24471,Unknown,?
building_map_dom_points.24472,POINT (-61.31708646713953 15.241819552336587),Unknown Point Feature,B__24472,Unknown,?
building_map_dom_points.24473,POINT (-61.31707134256398 15.242305758638754),Unknown Point Feature,B__24473,Unknown,?
building_map_dom_points.24474,POINT (-61.31657709214564 15.24217637340654),Unknown Point Feature,B__24474,Unknown,?
building_map_dom_points.24475,POINT (-61.31658657751607 15.24204530219275),Unknown Point Feature,B__24475,Unknown,?
building_map_dom_points.24476,POINT (-61.31656768452605 15.241944071557775),Unknown Point Feature,B__24476,Unknown,?
building_map_dom_points.24477,POINT (-61.31692930076443 15.241766463140834),Unknown Point Feature,B__24477,Unknown,?
building_map_dom_points.24478,POINT (-61.316611458660525 15.24174768636561),Unknown Point Feature,B__24478,Unknown,?
building_map_dom_points.24479,POINT (-61.316465069811066 15.241754784621817),Unknown Point Feature,B__24479,Unknown,?
building_map_dom_points.24480,POINT (-61.31659662814 15.2418431997649),Unknown Point Feature,B__24480,Unknown,?
building_map_dom_points.24481,POINT (-61.31641936407885 15.24148669274542),Unknown Point Feature,B__24481,Unknown,?
building_map_dom_points.24482,POINT (-61.31603936562678 15.240870496982566),Unknown Point Feature,B__24482,Unknown,?
building_map_dom_points.24483,POINT (-61.31603214718398 15.240716760378016),Unknown Point Feature,B__24483,Unknown,?
building_map_dom_points.24484,POINT (-61.31616242278948 15.24078945631924),Unknown Point Feature,B__24484,Unknown,?
building_map_dom_points.24485,POINT (-61.31629633226532 15.240935947034968),Unknown Point Feature,B__24485,Unknown,?
building_map_dom_points.24486,POINT (-61.316552183289936 15.240876393358906),Unknown Point Feature,B__24486,Unknown,?
building_map_dom_points.24487,POINT (-61.316226622892536 15.240943620444021),Unknown Point Feature,B__24487,Unknown,?
building_map_dom_points.24488,POINT (-61.31628947912617 15.241001466802578),Unknown Point Feature,B__24488,Unknown,?
building_map_dom_points.24489,POINT (-61.316380521108414 15.240965266018717),Unknown Point Feature,B__24489,Unknown,?
building_map_dom_points.24490,POINT (-61.316403484361174 15.240731840936405),Unknown Point Feature,B__24490,Unknown,?
building_map_dom_points.24491,POINT (-61.316654462098825 15.24075421455089),Unknown Point Feature,B__24491,Unknown,?
building_map_dom_points.24492,POINT (-61.316647527559915 15.240829979229762),Unknown Point Feature,B__24492,Unknown,?
building_map_dom_points.24493,POINT (-61.31662797935555 15.24089950199646),Unknown Point Feature,B__24493,Unknown,?
building_map_dom_points.24494,POINT (-61.31669240087501 15.240760646409974),Unknown Point Feature,B__24494,Unknown,?
building_map_dom_points.24495,POINT (-61.3167429207013 15.240777418122871),Unknown Point Feature,B__24495,Unknown,?
building_map_dom_points.24496,POINT (-61.31683350605687 15.24079858851201),Unknown Point Feature,B__24496,Unknown,?
building_map_dom_points.24497,POINT (-61.31691995208654 15.24080948232354),Unknown Point Feature,B__24497,Unknown,?
building_map_dom_points.24498,POINT (-61.31708208014017 15.24085782743542),Unknown Point Feature,B__24498,Unknown,?
building_map_dom_points.24499,POINT (-61.317100633897866 15.240913292268994),Unknown Point Feature,B__24499,Unknown,?
building_map_dom_points.24500,POINT (-61.31707853528872 15.241038121666913),Unknown Point Feature,B__24500,Unknown,?
building_map_dom_points.24501,POINT (-61.317056672480454 15.241398599335998),Unknown Point Feature,B__24501,Unknown,?
building_map_dom_points.24502,POINT (-61.317298117848715 15.241027473566458),Unknown Point Feature,B__24502,Unknown,?
building_map_dom_points.24503,POINT (-61.31731576729914 15.240931298181312),Unknown Point Feature,B__24503,Unknown,?
building_map_dom_points.24504,POINT (-61.31774412788342 15.24120703989408),Unknown Point Feature,B__24504,Unknown,?
building_map_dom_points.24505,POINT (-61.3176173389683 15.241226580464383),Unknown Point Feature,B__24505,Unknown,?
building_map_dom_points.24506,POINT (-61.317584663849054 15.241089045774348),Unknown Point Feature,B__24506,Unknown,?
building_map_dom_points.24507,POINT (-61.317506496406864 15.241098705274759),Unknown Point Feature,B__24507,Unknown,?
