title,avg_enjoyment,goodreads_rating,category,read_year,link
Wastelands: Stories of the Apocalypse (Wastelands #1),3,3.76,General Reading,2012,https://www.goodreads.com/review/show/369835703?utm_medium=api&utm_source=rss
"The Sandman, Vol. 6: Fables & Reflections",4,4.31,General Reading,2012,https://www.goodreads.com/review/show/369835643?utm_medium=api&utm_source=rss
Castle of Days: Short Fiction and Essays,3,3.96,General Reading,2012,https://www.goodreads.com/review/show/369834549?utm_medium=api&utm_source=rss
Free Live Free,3,3.52,General Reading,2012,https://www.goodreads.com/review/show/369834245?utm_medium=api&utm_source=rss
An Evil Guest,3,3.1,General Reading,2012,https://www.goodreads.com/review/show/369834157?utm_medium=api&utm_source=rss
Nightside the Long Sun,5,4.07,General Reading,2012,https://www.goodreads.com/review/show/369834124?utm_medium=api&utm_source=rss
Peace,4,4.12,General Reading,2012,https://www.goodreads.com/review/show/369834081?utm_medium=api&utm_source=rss
There Are Doors,2,3.62,General Reading,2012,https://www.goodreads.com/review/show/369833995?utm_medium=api&utm_source=rss
The Sorcerer's House,3,3.71,General Reading,2012,https://www.goodreads.com/review/show/369833990?utm_medium=api&utm_source=rss
Return to the Whorl,3,4.38,General Reading,2012,https://www.goodreads.com/review/show/369833951?utm_medium=api&utm_source=rss
The Island of Doctor Death and Other Stories and Other Stories,4,4.17,General Reading,2012,https://www.goodreads.com/review/show/369833939?utm_medium=api&utm_source=rss
In Green's Jungles,3,4.3,General Reading,2012,https://www.goodreads.com/review/show/369833929?utm_medium=api&utm_source=rss
The Book of the New Sun,5,4.24,General Reading,2012,https://www.goodreads.com/review/show/369833893?utm_medium=api&utm_source=rss
Soldier of the Mist,4,3.97,General Reading,2012,https://www.goodreads.com/review/show/369833838?utm_medium=api&utm_source=rss
Epiphany of the Long Sun (The Book of the Long Sun #3-4),4,4.26,General Reading,2012,https://www.goodreads.com/review/show/369833792?utm_medium=api&utm_source=rss
Litany of the Long Sun (The Book of the Long Sun #1-2),4,4.26,General Reading,2012,https://www.goodreads.com/review/show/369833747?utm_medium=api&utm_source=rss
The Fifth Head of Cerberus,4,4.03,General Reading,2012,https://www.goodreads.com/review/show/369833643?utm_medium=api&utm_source=rss
The Wizard,2,3.9,General Reading,2012,https://www.goodreads.com/review/show/369833626?utm_medium=api&utm_source=rss
The Citadel of the Autarch,4,4.27,General Reading,2012,https://www.goodreads.com/review/show/369833614?utm_medium=api&utm_source=rss
The Urth of the New Sun,4,4.06,General Reading,2012,https://www.goodreads.com/review/show/369833576?utm_medium=api&utm_source=rss
The Knight,3,3.78,General Reading,2012,https://www.goodreads.com/review/show/369833570?utm_medium=api&utm_source=rss
The Claw of the Conciliator,4,4.02,General Reading,2012,https://www.goodreads.com/review/show/369833537?utm_medium=api&utm_source=rss
Sword & Citadel,5,4.36,General Reading,2012,https://www.goodreads.com/review/show/369833520?utm_medium=api&utm_source=rss
The Shadow of the Torturer,5,3.86,General Reading,2012,https://www.goodreads.com/review/show/369833485?utm_medium=api&utm_source=rss
Shadow & Claw,5,4.07,General Reading,2012,https://www.goodreads.com/review/show/369833474?utm_medium=api&utm_source=rss
Engines of Creation: The Coming Era of Nanotechnology (Anchor Library of Science),4,4.19,General Reading,2012,https://www.goodreads.com/review/show/369832851?utm_medium=api&utm_source=rss
The Mind’s I: Fantasies and Reflections on Self and Soul,3,4.14,General Reading,2012,https://www.goodreads.com/review/show/369832319?utm_medium=api&utm_source=rss
"Gödel, Escher, Bach: An Eternal Golden Braid",5,4.29,General Reading,2012,https://www.goodreads.com/review/show/369832198?utm_medium=api&utm_source=rss
Introduction to Algorithms,4,4.35,General Reading,2012,https://www.goodreads.com/review/show/369831206?utm_medium=api&utm_source=rss
The Lucifer Principle: A Scientific Expedition into the Forces of History,3,4.04,General Reading,2012,https://www.goodreads.com/review/show/369831009?utm_medium=api&utm_source=rss
"Out of Control: The New Biology of Machines, Social Systems, and the Economic World",4,4.23,General Reading,2012,https://www.goodreads.com/review/show/369830893?utm_medium=api&utm_source=rss
"Mind and Nature: A Necessary Unity (Advances in Systems Theory, Complexity, and the Human Sciences)",3,4.31,General Reading,2012,https://www.goodreads.com/review/show/369830871?utm_medium=api&utm_source=rss
Free as in Freedom: Richard Stallman's Crusade for Free Software,3,3.83,General Reading,2012,https://www.goodreads.com/review/show/369830843?utm_medium=api&utm_source=rss
The Shockwave Rider,3,3.93,General Reading,2012,https://www.goodreads.com/review/show/369830540?utm_medium=api&utm_source=rss
True Names: and the Opening of the Cyberspace Frontier,5,4.06,General Reading,2012,https://www.goodreads.com/review/show/369830413?utm_medium=api&utm_source=rss
Holy Fire,2,3.72,General Reading,2012,https://www.goodreads.com/review/show/369830234?utm_medium=api&utm_source=rss
The Emperor's New Mind,2,3.91,General Reading,2012,https://www.goodreads.com/review/show/369829957?utm_medium=api&utm_source=rss
I Am a Strange Loop,2,3.94,General Reading,2012,https://www.goodreads.com/review/show/369829881?utm_medium=api&utm_source=rss
Consciousness Explained,4,3.9,General Reading,2012,https://www.goodreads.com/review/show/369829811?utm_medium=api&utm_source=rss
The Extended Phenotype: The Long Reach of the Gene (Popular Science),3,4.12,General Reading,2012,https://www.goodreads.com/review/show/369829710?utm_medium=api&utm_source=rss
Metamagical Themas: Questing for the Essence of Mind and Pattern,4,4.2,General Reading,2012,https://www.goodreads.com/review/show/369829676?utm_medium=api&utm_source=rss
The Meme Machine,4,3.85,General Reading,2012,https://www.goodreads.com/review/show/369829561?utm_medium=api&utm_source=rss
The Age of Spiritual Machines,3,3.9,General Reading,2012,https://www.goodreads.com/review/show/369829482?utm_medium=api&utm_source=rss
On Intelligence,3,4.1,General Reading,2012,https://www.goodreads.com/review/show/369829415?utm_medium=api&utm_source=rss
Founders at Work: Stories of Startups' Early Days,4,4.03,General Reading,2012,https://www.goodreads.com/review/show/369829268?utm_medium=api&utm_source=rss
Structure and Interpretation of Computer Programs,5,4.46,General Reading,2012,https://www.goodreads.com/review/show/369829199?utm_medium=api&utm_source=rss
Hackers & Painters: Big Ideas from the Computer Age,3,4.03,General Reading,2012,https://www.goodreads.com/review/show/369829146?utm_medium=api&utm_source=rss
Design Patterns: Elements of Reusable Object-Oriented Software,2,4.19,General Reading,2012,https://www.goodreads.com/review/show/369829061?utm_medium=api&utm_source=rss
The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,5,3.82,General Reading,2012,https://www.goodreads.com/review/show/369828957?utm_medium=api&utm_source=rss
Hackers: Heroes of the Computer Revolution,4,4.14,General Reading,2012,https://www.goodreads.com/review/show/369828939?utm_medium=api&utm_source=rss
The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,4,4.27,General Reading,2012,https://www.goodreads.com/review/show/369828918?utm_medium=api&utm_source=rss
In the Beginning...Was the Command Line,5,3.8,General Reading,2012,https://www.goodreads.com/review/show/369828884?utm_medium=api&utm_source=rss
The Hacker Crackdown: Law and Disorder on the Electronic Frontier,5,3.8,General Reading,2012,https://www.goodreads.com/review/show/369828772?utm_medium=api&utm_source=rss
The Time Ships,3,3.95,General Reading,2012,https://www.goodreads.com/review/show/369828216?utm_medium=api&utm_source=rss
"Toast, and Other Stories",5,3.79,General Reading,2012,https://www.goodreads.com/review/show/369827882?utm_medium=api&utm_source=rss
All the Myriad Ways,4,4.06,General Reading,2012,https://www.goodreads.com/review/show/369827805?utm_medium=api&utm_source=rss
Axiomatic,3,4.25,General Reading,2012,https://www.goodreads.com/review/show/369827669?utm_medium=api&utm_source=rss
Permutation City,5,4.06,General Reading,2012,https://www.goodreads.com/review/show/369827624?utm_medium=api&utm_source=rss
Blood Music,4,3.85,General Reading,2012,https://www.goodreads.com/review/show/369827471?utm_medium=api&utm_source=rss
The Boat of a Million Years,2,3.81,General Reading,2012,https://www.goodreads.com/review/show/369827451?utm_medium=api&utm_source=rss
"Beggars in Spain (Sleepless, #1)",4,3.93,General Reading,2012,https://www.goodreads.com/review/show/369827402?utm_medium=api&utm_source=rss
Kiln People,5,3.84,General Reading,2012,https://www.goodreads.com/review/show/369827360?utm_medium=api&utm_source=rss
"Look to Windward (Culture, #7)",4,4.21,General Reading,2012,https://www.goodreads.com/review/show/369827320?utm_medium=api&utm_source=rss
"The Peace War (Across Realtime, #1)",3,3.96,General Reading,2012,https://www.goodreads.com/review/show/369827300?utm_medium=api&utm_source=rss
"Infinity's Shore (Uplift Storm Trilogy, #2)",4,3.98,General Reading,2012,https://www.goodreads.com/review/show/369827213?utm_medium=api&utm_source=rss
"Iron Sunrise (Eschaton, #2)",3,3.98,General Reading,2012,https://www.goodreads.com/review/show/369827208?utm_medium=api&utm_source=rss
"In the Ocean of Night (Galactic Center, #1)",4,3.66,General Reading,2012,https://www.goodreads.com/review/show/369826902?utm_medium=api&utm_source=rss
Protector (Known Space),3,4.08,General Reading,2012,https://www.goodreads.com/review/show/369826873?utm_medium=api&utm_source=rss
"Beyond the Blue Event Horizon (Heechee Saga, #2)",4,3.96,General Reading,2012,https://www.goodreads.com/review/show/369826831?utm_medium=api&utm_source=rss
Neutron Star (Known Space),3,4.13,General Reading,2012,https://www.goodreads.com/review/show/369826743?utm_medium=api&utm_source=rss
Mission of Gravity (Mesklin #1),4,3.93,General Reading,2012,https://www.goodreads.com/review/show/369826659?utm_medium=api&utm_source=rss
Against a Dark Background,3,4.12,General Reading,2012,https://www.goodreads.com/review/show/369826506?utm_medium=api&utm_source=rss
"The Rise of Endymion (Hyperion Cantos, #4)",4,4.14,General Reading,2012,https://www.goodreads.com/review/show/369826377?utm_medium=api&utm_source=rss
The Demolished Man,5,3.98,General Reading,2012,https://www.goodreads.com/review/show/369826315?utm_medium=api&utm_source=rss
Stand on Zanzibar,5,3.95,General Reading,2012,https://www.goodreads.com/review/show/369826117?utm_medium=api&utm_source=rss
"Green Mars (Mars Trilogy, #2)",4,3.94,General Reading,2012,https://www.goodreads.com/review/show/369825948?utm_medium=api&utm_source=rss
"The Uplift War (The Uplift Saga, #3)",4,4.07,General Reading,2012,https://www.goodreads.com/review/show/369825735?utm_medium=api&utm_source=rss
"The Gap Into Power: A Dark and Hungry God Arises (Gap, #3)",4,4.08,General Reading,2012,https://www.goodreads.com/review/show/369825652?utm_medium=api&utm_source=rss
"The Many-Coloured Land (Saga of Pliocene Exile, #1)",3,4.1,General Reading,2012,https://www.goodreads.com/review/show/369825509?utm_medium=api&utm_source=rss
"Beggars and Choosers (Sleepless, #2)",4,3.86,General Reading,2012,https://www.goodreads.com/review/show/369825429?utm_medium=api&utm_source=rss
"Tea with the Black Dragon (Black Dragon, #1)",4,3.96,General Reading,2012,https://www.goodreads.com/review/show/369825335?utm_medium=api&utm_source=rss
"The Sword of the Lictor (The Book of the New Sun, #3)",4,4.25,General Reading,2012,https://www.goodreads.com/review/show/369825270?utm_medium=api&utm_source=rss
The Neutronium Alchemist 1: Consolidation (Night's Dawn 2),2,4.35,General Reading,2012,https://www.goodreads.com/review/show/369825122?utm_medium=api&utm_source=rss
"The Adversary (Saga of Pliocene Exile, #4)",3,4.23,General Reading,2012,https://www.goodreads.com/review/show/369825112?utm_medium=api&utm_source=rss
"The Gap Into Ruin: This Day All Gods Die (Gap, #5)",5,4.22,General Reading,2012,https://www.goodreads.com/review/show/369824995?utm_medium=api&utm_source=rss
"The Golden Torc (Saga of the Pliocene Exile, #2)",3,4.13,General Reading,2012,https://www.goodreads.com/review/show/369824876?utm_medium=api&utm_source=rss
"Trumps of Doom (The Chronicles of Amber, #6)",3,4.07,General Reading,2012,https://www.goodreads.com/review/show/369824814?utm_medium=api&utm_source=rss
"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",1,4.0,General Reading,2012,https://www.goodreads.com/review/show/369824784?utm_medium=api&utm_source=rss
"The First Book of Swords (Books of Swords, #1)",2,3.8,General Reading,2012,https://www.goodreads.com/review/show/369824718?utm_medium=api&utm_source=rss
"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",3,4.03,General Reading,2012,https://www.goodreads.com/review/show/369824677?utm_medium=api&utm_source=rss
"The Courts of Chaos (The Chronicles of Amber, #5)",3,4.19,General Reading,2012,https://www.goodreads.com/review/show/369824589?utm_medium=api&utm_source=rss
"Towers of Midnight (The Wheel of Time, #13)",3,4.47,General Reading,2012,https://www.goodreads.com/review/show/369824335?utm_medium=api&utm_source=rss
"The Shadow Rising (The Wheel of Time, #4)",3,4.27,General Reading,2012,https://www.goodreads.com/review/show/369824115?utm_medium=api&utm_source=rss
"The Talismans of Shannara (Heritage of Shannara, #4)",1,4.04,General Reading,2012,https://www.goodreads.com/review/show/369824095?utm_medium=api&utm_source=rss
"The Well of Ascension (Mistborn, #2)",4,4.37,General Reading,2012,https://www.goodreads.com/review/show/369823939?utm_medium=api&utm_source=rss
"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",4,4.02,General Reading,2012,https://www.goodreads.com/review/show/369823802?utm_medium=api&utm_source=rss
"Ender's Game, Volume 1: Battle School (Ender's Saga)",5,4.43,General Reading,2012,https://www.goodreads.com/review/show/369823591?utm_medium=api&utm_source=rss
"The Treason of Isengard: The History of The Lord of the Rings, Part Two (The History of Middle-Earth, #7)",3,4.19,General Reading,2012,https://www.goodreads.com/review/show/369823541?utm_medium=api&utm_source=rss
The Hobbit,4,4.52,General Reading,2012,https://www.goodreads.com/review/show/369823277?utm_medium=api&utm_source=rss
"The Dragon Reborn (The Wheel of Time, #3)",4,4.27,General Reading,2012,https://www.goodreads.com/review/show/369823243?utm_medium=api&utm_source=rss
Enchanters' End Game (The Belgariad #5),2,4.19,General Reading,2012,https://www.goodreads.com/review/show/369823213?utm_medium=api&utm_source=rss
"The Farthest Shore (Earthsea Cycle, #3)",3,4.13,General Reading,2012,https://www.goodreads.com/review/show/369823192?utm_medium=api&utm_source=rss
"The Fellowship of the Ring (The Lord of the Rings, #1)",5,4.36,General Reading,2012,https://www.goodreads.com/review/show/369822949?utm_medium=api&utm_source=rss
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4,4.47,General Reading,2012,https://www.goodreads.com/review/show/369822918?utm_medium=api&utm_source=rss
